RegionName,StateName,SizeRank,2017_avg,2017_std,2018_avg,2018_std
85022,Arizona,286,236933.3333,7670.107923,266710,12576.36275
20852,Maryland,287,409025,16476.30243,434170,26085.32346
34293,Florida,288,217666.6667,13955.24593,224530,8309.879662
30066,Georgia,289,240200,9443.604538,256555.5556,9878.496412
28215,North Carolina,290,148433.3333,4991.882299,179422.2222,6823.941152
74133,Oklahoma,291,185108.3333,4758.58143,179600,3438.668993
92646,California,292,672225,51646.33135,684660,28335.49717
94587,California,293,746108.3333,41876.69317,883577.7778,33298.90815
27519,North Carolina,294,376366.6667,8660.671003,385475,12032.53402
33458,Florida,295,309558.3333,14454.37986,344177.7778,13253.74394
94568,California,296,800991.6667,24146.65119,928922.2222,35856.77614
21061,Maryland,297,226775,7637.967116,241155.5556,8287.220565
77346,Texas,298,204700,5250.714237,209140,4588.289442
37027,Tennessee,299,518825,10718.45177,557070,11200.3616
37421,Tennessee,300,193058.3333,4130.871243,196070,6166.692793
60148,Illinois,301,235283.3333,6983.174223,236360,14709.67029
92376,California,302,298933.3333,10532.59491,328790,6048.875929
95670,California,303,301825,12084.50282,326190,7222.111879
23322,Virginia,304,320375,3947.388377,334630,5702.815094
28227,North Carolina,305,173341.6667,9300.937079,190480,7019.94302
95014,California,306,1799316.667,73912.23211,2194644.444,78652.86759
43229,Ohio,307,131258.3333,3950.413129,149650,5049.009804
19067,Pennsylvania,308,331800,12942.11472,336060,33461.74532
60608,Illinois,309,271108.3333,20085.50299,285690,10831.29263
79924,Texas,310,96641.66667,4646.586262,100870,3460.650228
92620,California,311,848666.6667,30264.31709,898680,26936.80753
33414,Florida,312,337358.3333,12716.9479,360022.2222,11714.35755
92105,California,313,381300,14307.74848,396140,21771.22872
45013,Ohio,314,123400,6123.452185,132744.4444,9019.991514
70072,Louisiana,315,135500,3283.037212,138080,6058.019478
37129,Tennessee,316,210175,11650.90304,238700,4896.937819
33433,Florida,317,266783.3333,9869.467508,284377.7778,9668.939707
55124,Minnesota,318,230650,11457.20297,257890,12917.31009
30101,Georgia,319,221841.6667,11099.88426,242466.6667,8119.79748
94080,California,320,846916.6667,25403.86563,993633.3333,43308.81358
32825,Florida,321,217866.6667,5837.85539,234900,4262.628297
78664,Texas,322,210375,6270.316978,226100,7241.822975
89074,Nevada,323,258125,5565.687289,295100,5123.150073
14094,New York,324,118216.6667,4204.329779,117075,5367.66942
